genre,1917,1918,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Reverse Harem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,5,2,3,1,3,4,7,6,5,7,4,6,2,2,2,2,3,0,1,0
Romance,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,1,0,0,1,0,1,2,0,3,3,1,7,4,5,4,7,12,16,15,22,11,12,15,15,14,26,23,22,24,23,17,22,27,24,40,46,46,50,63,73,66,60,60,48,54,80,71,83,64,70,77,88,60,64,76,62,92,73,54,1
Samurai,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,2,5,3,2,2,3,1,0,1,6,2,5,6,3,3,4,12,5,7,6,5,6,12,12,7,7,7,7,10,12,12,8,2,4,6,6,10,2,1
School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,0,3,0,0,1,1,2,2,0,5,3,8,5,7,5,12,7,8,11,16,11,12,14,10,11,11,12,16,16,19,25,20,35,33,45,63,64,60,60,80,103,114,117,122,123,121,92,102,75,69,69,78,75,47,1
Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,10,5,5,5,3,1,2,4,7,9,7,13,13,20,26,23,30,33,30,32,39,40,44,37,42,39,36,39,35,43,38,41,35,65,72,53,73,92,86,83,70,75,75,73,78,78,84,96,83,103,92,125,123,108,131,95,100,94,105,92,37,4
Seinen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,1,0,6,3,2,2,3,7,6,11,16,13,20,19,12,8,10,8,9,10,14,8,10,19,20,20,24,25,29,27,37,42,35,48,41,43,52,46,33,50,32,23,22,32,37,24,31,3
Shoujo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2,1,0,0,1,0,4,2,2,3,4,3,4,2,7,6,9,13,16,13,17,13,9,17,11,8,8,6,8,11,7,3,11,11,20,14,13,9,9,11,15,15,21,12,22,8,12,7,5,8,8,11,10,8,0
Shounen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,2,7,5,4,2,3,7,4,1,2,1,1,4,9,15,10,15,14,15,20,17,16,22,17,23,16,24,29,18,33,28,30,28,29,35,40,55,49,50,42,44,58,45,55,67,61,56,67,69,82,68,59,59,43,66,72,72,84,48,5
Showbiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,2,2,1,0,2,1,1,2,4,0,3,0,1,1,0,0,2,1,3,0,2,0,3,3,3,1,3,0,1
Slice of Life,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,1,2,5,3,2,2,0,2,3,5,2,2,1,7,9,11,3,5,7,6,8,7,4,13,8,16,11,12,11,13,7,9,9,6,23,23,12,13,22,30,31,30,40,39,44,78,76,94,101,93,100,105,77,80,97,71,56,43,17,0
Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,3,9,10,16,9,16,9,5,12,13,12,10,9,4,6,7,7,14,10,11,7,15,15,12,14,21,8,15,16,12,16,8,16,15,11,13,15,22,16,21,17,18,21,5,17,25,22,11,3,0
Sports,0,0,0,0,0,0,0,0,1,0,2,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,3,1,3,1,0,1,5,2,7,7,5,5,10,9,9,14,9,11,8,8,8,8,8,18,7,10,7,5,2,5,10,14,12,9,13,7,21,12,18,20,20,21,28,27,23,47,31,34,29,22,28,29,19,27,11,0
Strategy Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,0,0,2,4,3,5,6,2,6,7,6,7,8,5,11,13,14,12,23,9,27,32,23,23,14,13,16,6,14,3,0
Super Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,1,4,1,0,0,4,5,2,7,9,5,12,5,8,2,3,5,4,13,5,6,10,7,7,9,17,12,19,13,22,21,28,31,33,30,21,30,30,28,32,45,29,18,22,22,21,18,9,0
Supernatural,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,2,4,2,1,1,3,1,2,4,3,3,2,2,0,6,4,9,12,11,14,13,11,9,16,7,14,11,19,16,23,15,22,26,29,35,38,34,46,37,54,64,56,45,66,67,64,63,66,63,55,72,50,62,58,31,1
Survival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,3,3,1,5,4,1,9,6,3,8,5,7,2,3,1,1,0
Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,1,1,3,2,4,3,3,4,2,8,6,10,5,10,10,14,12,11,13,16,13,22,15,24,24,23,22,23,30,18,21,28,8,2
Team Sports,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,0,1,0,0,1,4,1,4,3,1,1,8,4,4,6,5,5,4,1,3,1,5,10,4,1,0,2,1,0,4,8,3,5,6,1,5,6,7,10,10,13,12,10,11,13,11,13,9,10,10,11,4,12,1,0
Time Travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,2,1,2,1,0,2,0,1,1,1,3,5,3,4,3,2,3,5,3,8,1,7,4,7,2,8,7,6,14,6,8,10,1,0
Urban Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,8,3,3,3,7,13,8,17,17,13,8,13,14,11,10,11,13,11,2
Vampire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,2,0,1,0,0,1,1,0,2,2,1,3,6,1,0,3,3,2,5,2,10,2,4,14,7,7,2,11,8,8,10,4,5,7,7,7,10,3,0
Video Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,5,0,1,1,3,3,0,0,3,5,5,6,3,9,11,19,12,12,5,9,16,11,0,0
Villainess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,6,3,3,0
Visual Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,6,2,5,4,4,5,3,4,4,3,5,5,1,2,3,4,6,5,5,1,0,0
Workplace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,2,1,0,1,6,0,2,2,2,1,0,8,1,3,1,2,3,4,5,10,8,12,12,15,15,12,19,14,18,10,7,1
